Date,AAPL,CVX,EL,GS,HLI,JNJ,JPM,KO,MCD,META,MRK,PLTR,ULTA,UNH,XOM
2024-07-02,218.37832641601562,143.9126434326172,102.0721206665039,447.0448303222656,130.3462677001953,137.97474670410156,200.2030487060547,59.665870666503906,236.3692626953125,506.1026306152344,119.5517807006836,25.829999923706055,393.0199890136719,476.2515869140625,106.92442321777344
2024-07-03,219.6473388671875,143.87591552734375,102.6216812133789,449.2627258300781,130.8613739013672,137.6535186767578,200.06883239746094,59.835941314697266,238.4774169921875,506.5595703125,117.80137634277344,25.850000381469727,389.6700134277344,468.2701110839844,107.46758270263672
2024-07-05,224.39617919921875,141.6724395751953,102.53489685058594,446.2191467285156,132.41651916503906,138.39991760253906,197.41783142089844,60.24221420288086,239.51718139648438,536.3097534179688,118.36299896240234,27.229999542236328,390.0,466.47308349609375,106.16590118408203
2024-07-08,225.86346435546875,141.69081115722656,102.67951965332031,446.286376953125,130.45318603515625,137.455078125,197.78414916992188,59.48635482788086,236.42649841308594,525.79052734375,117.7358627319336,27.700000762939453,395.82000732421875,467.744384765625,105.05152130126953
2024-07-09,226.71607971191406,140.45135498046875,100.47166442871094,453.9768981933594,131.23072814941406,138.93846130371094,200.1555938720703,59.23124694824219,234.4900665283203,526.4659423828125,117.9792251586914,27.389999389648438,396.010009765625,470.39208984375,103.89031982421875
2024-07-10,230.97914123535156,142.42530822753906,98.54342651367188,459.7953186035156,133.6119842529297,141.18719482421875,200.3194580078125,59.363525390625,238.94483947753906,531.1246337890625,119.15864562988281,28.420000076293945,396.0299987792969,478.8228759765625,104.80802917480469
2024-07-11,225.61561584472656,142.54466247558594,97.96493530273438,460.121826171875,134.85604858398438,141.44229125976562,199.98208618164062,59.618629455566406,243.05618286132812,509.28131103515625,120.72183227539062,27.639999389648438,400.82000732421875,482.1014709472656,106.05352783203125
2024-07-12,228.56011962890625,142.84764099121094,99.65216064453125,460.745849609375,137.46083068847656,141.6123504638672,197.5624237060547,60.185523986816406,242.1976318359375,495.54351806640625,119.5892333984375,28.06999969482422,412.94000244140625,488.9550476074219,106.07225799560547
2024-07-15,232.38694763183594,145.09695434570312,97.41539001464844,472.60345458984375,139.948974609375,141.00765991210938,202.4884796142578,59.91152572631836,239.9368896484375,492.8515625,119.92619323730469,28.670000076293945,395.1600036621094,492.6255798339844,107.88897705078125
2024-07-16,232.80335998535156,144.84910583496094,97.36717987060547,482.9631652832031,144.14776611328125,142.68002319335938,205.92996215820312,60.72407531738281,245.41233825683594,486.5240173339844,117.4176025390625,28.670000076293945,409.70001220703125,524.6471557617188,108.66625213623047
2024-07-17,226.9143829345703,148.0257110595703,97.06830596923828,482.15667724609375,144.11859130859375,147.94277954101562,209.06295776367188,61.612213134765625,248.9704132080078,458.9093322753906,117.83881378173828,28.219999313354492,400.4700012207031,547.9799194335938,110.1645736694336
2024-07-18,222.2547149658203,148.70513916015625,93.42391204833984,466.82342529296875,142.00949096679688,146.84678649902344,202.42098999023438,61.593318939208984,247.55862426757812,472.677001953125,116.3037109375,28.639999389648438,393.1199951171875,539.4345092773438,111.25086212158203
2024-07-19,222.3836212158203,146.11605834960938,95.62210083007812,465.5944519042969,139.9392547607422,146.15704345703125,202.2281951904297,61.68780517578125,245.42185974121094,473.6107482910156,117.72647857666016,28.579999923706055,390.9200134277344,540.3807983398438,108.69434356689453
2024-07-22,222.03663635253906,144.13296508789062,97.41539001464844,467.620361328125,141.29025268554688,145.7318572998047,202.71018981933594,61.19648742675781,247.5776824951172,484.1499938964844,117.65161895751953,28.459999084472656,391.6700134277344,533.8809204101562,107.94515228271484
